DATE,TIME,CUSTOMERTYPE,PRODUCTCATEGORY,UNITPRICE,QUANTITY,TOTAL,FULLNAME,MONTH,YEAR,DAY_OF_WEEK,HOUR,REVENUE_PER_UNIT
"2023-07-19 00:20:00",19:17:29,Member,Grocery,172.88,5,864.4,"Zara Desai",July,2023,Wednesday,19,172.88
"2023-07-09 00:30:00",14:21:19,Member,"Beauty & Personal Care",133.14,2,266.28,"Krishna Bhatia",July,2023,Sunday,14,133.14
"2023-03-06 14:15:00",17:26:43,Regular,"Home & Kitchen",28.32,2,56.64,"Jai Rao",March,2023,Monday,17,28.32
"2024-02-09 11:37:00",01:55:57,Member,"Home & Kitchen",46.1,5,230.5,"Eeshaan Rao",February,2024,Friday,1,46.1
"2023-05-08 08:10:00",02:57:14,Regular,Clothing,415.37,1,415.37,"Rohan Yadav",May,2023,Monday,2,415.37
"2023-05-08 18:12:00",08:40:52,Member,Electronics,213.47,4,853.88,"Tanvi Khanna",May,2023,Monday,8,213.47
"2023-02-14 23:40:00",08:39:15,Member,Electronics,238.64,1,238.64,"Diya Jain",February,2023,Tuesday,8,238.64
"2023-01-12 23:13:00",02:02:40,Premium,"Beauty & Personal Care",314.82,3,944.46,"Nandini Kumar",January,2023,Thursday,2,314.82
"2024-07-20 19:36:00",11:50:59,Regular,"Home & Kitchen",400.1,4,1600.4,"Uday Verma",July,2024,Saturday,11,400.1
"2024-09-01 15:25:00",21:22:34,Regular,Clothing,261.1,1,261.1,"Mahesh Agarwal",September,2024,Sunday,21,261.1
"2023-03-11 01:03:00",12:19:08,Regular,"Home & Kitchen",349.76,1,349.76,"Aakash Sharma",March,2023,Saturday,12,349.76
"2023-03-22 20:43:00",00:09:11,Regular,"Home & Kitchen",131.4,5,657,"Yash Verma",March,2023,Wednesday,0,131.4
"2024-09-10 23:04:00",10:58:00,Member,Clothing,57.01,5,285.05,"Lakshmi Zutshi",September,2024,Tuesday,10,57.010000000000005
"2023-03-07 04:35:00",17:12:18,Premium,"Beauty & Personal Care",110.36,5,551.8,"Mahesh Khanna",March,2023,Tuesday,17,110.35999999999999
"2023-06-29 21:16:00",14:43:24,Member,"Beauty & Personal Care",287.86,2,575.72,"Avani Rao",June,2023,Thursday,14,287.86
"2023-08-23 13:08:00",12:20:10,Member,"Beauty & Personal Care",298.03,5,1490.15,"Yash Lal",August,2023,Wednesday,12,298.03000000000003
"2024-10-16 20:30:00",19:40:36,Premium,"Home & Kitchen",364.64,1,364.64,"Diya Lal",October,2024,Wednesday,19,364.64
"2024-08-01 10:33:00",13:48:14,Member,Grocery,483.78,3,1451.34,"Yash Khanna",August,2024,Thursday,13,483.78
"2023-05-26 04:10:00",04:21:04,Regular,Electronics,379.82,2,759.64,"Aakash Zutshi",May,2023,Friday,4,379.82
"2023-11-29 19:46:00",00:09:05,Regular,Grocery,258.42,2,516.84,"Avani Chauhan",November,2023,Wednesday,0,258.42
"2023-06-05 00:32:00",10:58:22,Member,"Beauty & Personal Care",328.46,3,985.38,"Diya Zutshi",June,2023,Monday,10,328.46
"2024-11-22 14:09:00",12:10:31,Regular,Grocery,258.86,2,517.72,"Priya Iyer",November,2024,Friday,12,258.86
"2023-06-20 08:39:00",01:12:35,Regular,"Home & Kitchen",195.91,5,979.55,"Ishaan Yadav",June,2023,Tuesday,1,195.91
"2023-08-01 12:16:00",18:16:21,Regular,Clothing,79.09,5,395.45,"Priya Khanna",August,2023,Tuesday,18,79.09
"2023-12-20 03:21:00",08:06:07,Premium,Grocery,92.47,1,92.47,"Nandini Jain",December,2023,Wednesday,8,92.47
"2024-01-08 20:25:00",19:07:28,Premium,Grocery,403.41,5,2017.05,"Tanvi Gupta",January,2024,Monday,19,403.40999999999997
"2024-06-21 15:16:00",16:59:46,Premium,"Beauty & Personal Care",409.78,4,1639.12,"Tanvi Iyer",June,2024,Friday,16,409.78
"2023-11-12 02:42:00",02:35:00,Regular,Electronics,390.68,3,1172.04,"Mahesh Singh",November,2023,Sunday,2,390.68
"2023-09-25 18:41:00",19:11:04,Member,Grocery,457.12,1,457.12,"Aakash Desai",September,2023,Monday,19,457.12
"2024-03-15 19:51:00",14:45:09,Regular,Electronics,373.31,3,1119.93,"Uday Jain",March,2024,Friday,14,373.31
"2023-09-07 17:05:00",21:58:38,Premium,Clothing,11.41,5,57.05,"Avani Khanna",September,2023,Thursday,21,11.41
"2024-04-21 08:51:00",21:06:56,Premium,Grocery,475.89,5,2379.45,"Ishaan Khanna",April,2024,Sunday,21,475.89
"2023-11-03 02:10:00",10:31:39,Regular,Electronics,445.93,4,1783.72,"Zara Lal",November,2023,Friday,10,445.93
"2023-07-13 17:26:00",00:19:13,Regular,Grocery,20.71,2,41.42,"Bhavesh Lal",July,2023,Thursday,0,20.71
"2023-03-12 12:16:00",02:41:43,Member,Clothing,498.83,2,997.66,"Gaurav Mehta",March,2023,Sunday,2,498.83
"2023-11-16 04:28:00",03:01:57,Member,"Beauty & Personal Care",58.91,5,294.55,"Diya Verma",November,2023,Thursday,3,58.910000000000004
"2023-01-16 17:26:00",17:54:02,Regular,Clothing,326.28,1,326.28,"Priya Agarwal",January,2023,Monday,17,326.28
"2023-05-10 12:03:00",01:56:26,Member,"Home & Kitchen",180.41,5,902.05,"Aakash Desai",May,2023,Wednesday,1,180.41
"2024-12-09 19:47:00",00:20:22,Premium,"Home & Kitchen",451.1,2,902.2,"Jai Patel",December,2024,Monday,0,451.1
"2023-07-21 17:15:00",22:51:56,Member,Clothing,229.79,5,1148.95,"Yash Singh",July,2023,Friday,22,229.79000000000002
"2024-06-07 00:09:00",06:17:03,Premium,Clothing,74.05,5,370.25,"Yash Mehta",June,2024,Friday,6,74.05
"2023-06-15 00:00:00",07:13:02,Member,"Home & Kitchen",457.88,4,1831.52,"Aakash Yadav",June,2023,Thursday,7,457.88
"2023-08-07 22:15:00",14:42:23,Member,Grocery,445.4,1,445.4,"Diya Xavier",August,2023,Monday,14,445.4
"2023-07-23 04:40:00",02:30:34,Regular,Electronics,89.75,2,179.5,"Zara Yadav",July,2023,Sunday,2,89.75
"2023-08-29 09:32:00",02:53:04,Premium,"Home & Kitchen",291.62,2,583.24,"Bhavesh Iyer",August,2023,Tuesday,2,291.62
"2024-02-26 09:31:00",03:47:41,Regular,Grocery,486.23,4,1944.92,"Rohan Wadhwa",February,2024,Monday,3,486.23
"2023-06-16 12:48:00",19:11:26,Member,"Beauty & Personal Care",203.99,5,1019.95,"Vaibhav Mehta",June,2023,Friday,19,203.99
"2023-07-11 20:48:00",13:20:34,Member,"Beauty & Personal Care",374.75,3,1124.25,"Vaibhav Iyer",July,2023,Tuesday,13,374.75
"2023-04-15 11:41:00",13:09:06,Regular,Grocery,248.58,5,1242.9,"Nandini Yadav",April,2023,Saturday,13,248.58
"2024-07-01 14:56:00",08:04:45,Regular,Clothing,235.81,3,707.43,"Avani Desai",July,2024,Monday,8,235.80999999999997
"2024-07-11 19:18:00",17:59:45,Premium,Grocery,313.79,2,627.58,"Avani Singh",July,2024,Thursday,17,313.79
"2023-01-14 03:43:00",06:59:38,Member,Grocery,139.04,3,417.12,"Tanvi Yadav",January,2023,Saturday,6,139.04
"2025-01-04 21:28:00",20:10:27,Member,"Beauty & Personal Care",253.24,1,253.24,"Rohan Khanna",January,2025,Saturday,20,253.24
"2024-10-15 20:27:00",20:53:39,Premium,Electronics,287.9,4,1151.6,"Uday Khanna",October,2024,Tuesday,20,287.9
"2023-03-16 08:02:00",03:42:53,Member,"Home & Kitchen",236.6,2,473.2,"Gaurav Kumar",March,2023,Thursday,3,236.6
"2024-07-09 13:07:00",18:07:51,Member,"Beauty & Personal Care",80.63,3,241.89,"Mahesh Khanna",July,2024,Tuesday,18,80.63
"2024-02-16 01:15:00",15:34:21,Member,"Beauty & Personal Care",299.43,1,299.43,"Jai Agarwal",February,2024,Friday,15,299.43
"2024-08-05 21:58:00",06:12:30,Premium,Clothing,346.79,3,1040.37,"Vaibhav Chauhan",August,2024,Monday,6,346.78999999999996
"2023-08-21 15:58:00",14:45:26,Regular,Grocery,273.19,2,546.38,"Bhavesh Agarwal",August,2023,Monday,14,273.19
"2023-02-10 08:57:00",11:44:55,Member,"Beauty & Personal Care",420.63,2,841.26,"Bhavesh Xavier",February,2023,Friday,11,420.63
"2023-04-04 11:54:00",12:51:37,Regular,"Beauty & Personal Care",237.77,5,1188.85,"Gaurav Khanna",April,2023,Tuesday,12,237.76999999999998
"2025-01-02 23:39:00",20:45:28,Regular,"Home & Kitchen",431.02,5,2155.1,"Gaurav Desai",January,2025,Thursday,20,431.02
"2023-02-01 05:40:00",16:08:41,Member,"Beauty & Personal Care",42.99,4,171.96,"Eeshaan Mehta",February,2023,Wednesday,16,42.99
"2023-02-14 14:52:00",11:10:55,Premium,"Home & Kitchen",331.25,4,1325,"Avani Patel",February,2023,Tuesday,11,331.25
"2024-12-31 00:14:00",23:24:40,Regular,"Beauty & Personal Care",92.24,5,461.2,"Mahesh Mehta",December,2024,Tuesday,23,92.24
"2023-04-04 03:57:00",08:00:31,Member,Grocery,162.35,5,811.75,"Yash Gupta",April,2023,Tuesday,8,162.35
"2023-09-10 06:05:00",17:50:51,Regular,"Home & Kitchen",369.48,3,1108.44,"Diya Mehta",September,2023,Sunday,17,369.48
"2023-03-16 20:24:00",05:19:44,Premium,Electronics,285.38,3,856.14,"Tanvi Sharma",March,2023,Thursday,5,285.38
"2023-04-20 17:55:00",09:08:19,Member,"Beauty & Personal Care",303.17,5,1515.85,"Krishna Chauhan",April,2023,Thursday,9,303.16999999999996
"2023-04-29 03:00:00",18:56:51,Member,"Beauty & Personal Care",111.31,5,556.55,"Lakshmi Kumar",April,2023,Saturday,18,111.30999999999999
"2024-05-04 10:05:00",05:10:13,Regular,"Beauty & Personal Care",376.54,1,376.54,"Tanvi Khanna",May,2024,Saturday,5,376.54
"2023-07-31 00:09:00",17:27:52,Regular,Grocery,41.41,3,124.23,"Bhavesh Sharma",July,2023,Monday,17,41.410000000000004
"2023-02-13 06:55:00",11:32:53,Premium,Electronics,118.18,5,590.9,"Mahesh Lal",February,2023,Monday,11,118.17999999999999
"2023-08-09 23:27:00",11:41:04,Member,Clothing,291.72,2,583.44,"Jai Wadhwa",August,2023,Wednesday,11,291.72
"2023-09-12 14:12:00",14:41:23,Member,Clothing,428.59,3,1285.77,"Lakshmi Patel",September,2023,Tuesday,14,428.59
"2023-01-21 21:29:00",08:28:09,Member,Clothing,374.56,2,749.12,"Zara Verma",January,2023,Saturday,8,374.56
"2023-08-22 12:22:00",09:11:10,Member,"Beauty & Personal Care",47.67,5,238.35,"Shreya Wadhwa",August,2023,Tuesday,9,47.67
"2024-02-23 22:26:00",19:57:09,Regular,"Beauty & Personal Care",110.02,1,110.02,"Bhavesh Kumar",February,2024,Friday,19,110.02
"2024-04-21 17:10:00",18:24:33,Premium,Grocery,453.72,4,1814.88,"Lakshmi Desai",April,2024,Sunday,18,453.72
"2024-06-04 02:49:00",01:22:59,Regular,Electronics,307.43,3,922.29,"Shreya Mehta",June,2024,Tuesday,1,307.43
"2024-07-02 19:20:00",11:43:40,Regular,"Home & Kitchen",366.75,5,1833.75,"Jai Rao",July,2024,Tuesday,11,366.75
"2025-01-05 16:41:00",08:53:39,Premium,"Home & Kitchen",72.24,2,144.48,"Nandini Iyer",January,2025,Sunday,8,72.24
"2024-01-24 16:14:00",07:45:22,Premium,Electronics,50.14,2,100.28,"Yash Singh",January,2024,Wednesday,7,50.14
"2024-05-16 18:49:00",00:04:37,Regular,Clothing,27.86,3,83.58,"Eeshaan Singh",May,2024,Thursday,0,27.86
"2023-03-04 12:54:00",13:23:53,Member,Electronics,472.54,3,1417.62,"Vaibhav Zutshi",March,2023,Saturday,13,472.53999999999996
"2023-01-13 07:33:00",00:41:26,Member,Clothing,485.58,5,2427.9,"Eeshaan Agarwal",January,2023,Friday,0,485.58000000000004
"2023-01-24 21:57:00",11:00:01,Regular,Electronics,293.76,1,293.76,"Uday Rao",January,2023,Tuesday,11,293.76
"2023-08-16 21:27:00",09:53:46,Member,"Beauty & Personal Care",161.2,1,161.2,"Nandini Kumar",August,2023,Wednesday,9,161.2
"2024-08-02 02:04:00",22:14:06,Premium,Grocery,118.01,1,118.01,"Tanvi Wadhwa",August,2024,Friday,22,118.01
"2023-07-16 18:44:00",18:07:48,Member,"Beauty & Personal Care",484.58,2,969.16,"Aakash Zutshi",July,2023,Sunday,18,484.58
"2024-10-13 05:09:00",16:38:08,Regular,"Beauty & Personal Care",120.98,2,241.96,"Uday Bhatia",October,2024,Sunday,16,120.98
"2024-12-18 22:38:00",11:12:33,Regular,"Home & Kitchen",109.6,3,328.8,"Yash Iyer",December,2024,Wednesday,11,109.60000000000001
"2024-12-26 12:42:00",19:56:23,Member,"Home & Kitchen",392.83,4,1571.32,"Yash Zutshi",December,2024,Thursday,19,392.83
"2024-09-21 20:35:00",09:48:45,Premium,Electronics,180.94,2,361.88,"Aakash Wadhwa",September,2024,Saturday,9,180.94
"2024-10-23 09:52:00",01:56:25,Premium,"Home & Kitchen",432.93,1,432.93,"Uday Mehta",October,2024,Wednesday,1,432.93
"2023-02-11 13:32:00",20:18:50,Member,Clothing,429.43,3,1288.29,"Avani Verma",February,2023,Saturday,20,429.43
"2024-11-05 08:41:00",20:34:43,Premium,Electronics,26.37,3,79.11,"Tanvi Kumar",November,2024,Tuesday,20,26.37
"2024-01-17 09:46:00",04:13:21,Member,Electronics,182.27,3,546.81,"Shreya Yadav",January,2024,Wednesday,4,182.26999999999998
"2023-02-17 05:39:00",16:10:28,Regular,Electronics,224.52,1,224.52,"Zara Lal",February,2023,Friday,16,224.52
"2024-07-27 21:22:00",01:35:21,Premium,Electronics,148.04,2,296.08,"Diya Rao",July,2024,Saturday,1,148.04
"2023-07-29 11:43:00",21:44:45,Member,Grocery,356.19,3,1068.57,"Gaurav Singh",July,2023,Saturday,21,356.19
"2023-08-25 09:45:00",00:02:00,Premium,"Home & Kitchen",342.85,1,342.85,"Krishna Desai",August,2023,Friday,0,342.85
"2024-04-18 14:09:00",13:51:35,Member,Clothing,261.41,3,784.23,"Avani Rao",April,2024,Thursday,13,261.41
"2023-07-27 21:05:00",19:57:12,Member,"Home & Kitchen",375.12,2,750.24,"Uday Iyer",July,2023,Thursday,19,375.12
"2024-05-06 20:46:00",01:27:45,Regular,Electronics,110.74,3,332.22,"Diya Singh",May,2024,Monday,1,110.74000000000001
"2024-01-22 14:37:00",02:39:53,Regular,Electronics,30.67,3,92.01,"Rohan Desai",January,2024,Monday,2,30.67
"2023-11-15 23:13:00",22:19:44,Premium,Grocery,423.34,3,1270.02,"Tanvi Wadhwa",November,2023,Wednesday,22,423.34
"2024-03-25 21:36:00",05:08:49,Premium,"Home & Kitchen",31.03,4,124.12,"Tanvi Chauhan",March,2024,Monday,5,31.03
"2024-03-30 17:38:00",02:56:31,Member,Electronics,432.72,1,432.72,"Mahesh Jain",March,2024,Saturday,2,432.72
"2024-08-01 07:00:00",14:20:16,Regular,Clothing,70.52,4,282.08,"Ishaan Xavier",August,2024,Thursday,14,70.52
"2023-08-10 10:10:00",19:57:29,Member,"Beauty & Personal Care",299.67,1,299.67,"Aakash Lal",August,2023,Thursday,19,299.67
"2024-05-22 06:28:00",06:10:43,Member,Electronics,239.65,1,239.65,"Ishaan Desai",May,2024,Wednesday,6,239.65
"2024-06-27 10:40:00",18:07:30,Premium,Clothing,22.74,3,68.22,"Jai Sharma",June,2024,Thursday,18,22.74
"2024-04-20 02:19:00",03:49:15,Premium,"Home & Kitchen",352.01,1,352.01,"Vaibhav Mehta",April,2024,Saturday,3,352.01
"2024-09-26 16:15:00",13:17:59,Premium,"Home & Kitchen",355.08,3,1065.24,"Priya Xavier",September,2024,Thursday,13,355.08
"2023-09-17 18:13:00",03:57:04,Premium,Electronics,387.02,5,1935.1,"Aakash Wadhwa",September,2023,Sunday,3,387.02
"2024-08-27 00:47:00",09:28:09,Regular,Electronics,427.68,1,427.68,"Vaibhav Jain",August,2024,Tuesday,9,427.68
"2024-04-14 12:27:00",19:49:23,Regular,"Home & Kitchen",57.26,1,57.26,"Ishaan Zutshi",April,2024,Sunday,19,57.26
"2023-01-01 23:03:00",09:32:15,Regular,"Beauty & Personal Care",472.8,5,2364,"Uday Xavier",January,2023,Sunday,9,472.8
"2024-02-12 19:17:00",02:30:08,Premium,Grocery,16.9,1,16.9,"Tanvi Desai",February,2024,Monday,2,16.9
"2023-05-09 05:05:00",04:56:37,Member,"Beauty & Personal Care",96.15,3,288.45,"Nandini Chauhan",May,2023,Tuesday,4,96.14999999999999
"2024-02-19 19:35:00",05:13:05,Regular,"Beauty & Personal Care",375.33,5,1876.65,"Diya Mehta",February,2024,Monday,5,375.33000000000004
"2024-12-20 13:55:00",23:43:56,Regular,Grocery,268.74,1,268.74,"Mahesh Chauhan",December,2024,Friday,23,268.74
"2024-01-01 13:43:00",15:54:58,Member,"Beauty & Personal Care",320.16,1,320.16,"Jai Wadhwa",January,2024,Monday,15,320.16
"2023-06-09 09:16:00",00:49:43,Regular,"Home & Kitchen",283.25,2,566.5,"Tanvi Mehta",June,2023,Friday,0,283.25
"2023-12-21 13:05:00",17:17:44,Premium,"Beauty & Personal Care",183.74,1,183.74,"Jai Yadav",December,2023,Thursday,17,183.74
"2024-03-04 02:48:00",06:32:12,Member,"Beauty & Personal Care",189.36,1,189.36,"Krishna Jain",March,2024,Monday,6,189.36
"2024-09-05 07:35:00",02:52:30,Regular,"Beauty & Personal Care",338.99,3,1016.97,"Avani Xavier",September,2024,Thursday,2,338.99
"2024-01-30 10:28:00",02:08:09,Member,Electronics,268.52,1,268.52,"Priya Gupta",January,2024,Tuesday,2,268.52
"2024-03-20 08:01:00",23:59:28,Premium,Clothing,255.03,2,510.06,"Zara Agarwal",March,2024,Wednesday,23,255.03
"2023-02-20 08:43:00",07:52:35,Premium,"Beauty & Personal Care",158.16,1,158.16,"Mahesh Verma",February,2023,Monday,7,158.16
"2023-11-21 09:39:00",07:22:54,Regular,Clothing,396.41,2,792.82,"Yash Agarwal",November,2023,Tuesday,7,396.41
"2024-05-14 10:23:00",16:20:26,Member,"Home & Kitchen",257.75,2,515.5,"Mahesh Rao",May,2024,Tuesday,16,257.75
"2024-01-17 22:25:00",08:54:38,Member,"Beauty & Personal Care",21.34,4,85.36,"Priya Lal",January,2024,Wednesday,8,21.34
"2024-01-12 10:12:00",20:34:43,Premium,"Beauty & Personal Care",191.18,1,191.18,"Shreya Verma",January,2024,Friday,20,191.18
"2023-09-09 01:22:00",11:39:53,Regular,Grocery,375.1,5,1875.5,"Mahesh Agarwal",September,2023,Saturday,11,375.1
"2023-10-14 23:06:00",19:19:24,Regular,Grocery,144.84,5,724.2,"Krishna Jain",October,2023,Saturday,19,144.84
"2024-06-23 04:19:00",10:59:28,Premium,Grocery,322.46,3,967.38,"Diya Rao",June,2024,Sunday,10,322.46
"2024-03-16 09:00:00",01:52:58,Premium,"Beauty & Personal Care",394.53,4,1578.12,"Gaurav Singh",March,2024,Saturday,1,394.53
"2023-05-23 03:35:00",14:57:57,Premium,Electronics,103.87,4,415.48,"Gaurav Mehta",May,2023,Tuesday,14,103.87
"2023-05-22 10:19:00",11:51:01,Premium,Electronics,81.1,3,243.3,"Nandini Rao",May,2023,Monday,11,81.10000000000001
"2023-03-18 19:07:00",19:51:19,Member,Electronics,367.46,3,1102.38,"Gaurav Desai",March,2023,Saturday,19,367.46000000000004
"2023-02-05 19:30:00",10:27:41,Premium,Grocery,298.67,5,1493.35,"Ishaan Wadhwa",February,2023,Sunday,10,298.66999999999996
"2023-10-16 06:35:00",06:20:23,Regular,Electronics,320.45,4,1281.8,"Lakshmi Wadhwa",October,2023,Monday,6,320.45
"2023-08-29 03:04:00",15:59:00,Regular,"Beauty & Personal Care",100.45,2,200.9,"Jai Iyer",August,2023,Tuesday,15,100.45
"2024-10-19 04:35:00",07:54:51,Premium,"Home & Kitchen",365.93,4,1463.72,"Shreya Iyer",October,2024,Saturday,7,365.93
"2024-03-12 08:03:00",18:38:07,Regular,Grocery,191.99,1,191.99,"Rohan Jain",March,2024,Tuesday,18,191.99
"2023-12-16 12:52:00",18:36:29,Regular,Electronics,98.9,4,395.6,"Priya Patel",December,2023,Saturday,18,98.9
"2024-04-04 21:13:00",10:17:25,Regular,"Beauty & Personal Care",36.11,3,108.33,"Nandini Patel",April,2024,Thursday,10,36.11
"2023-03-09 16:00:00",16:00:11,Regular,Electronics,280.09,2,560.18,"Bhavesh Agarwal",March,2023,Thursday,16,280.09
"2024-11-25 23:12:00",15:24:52,Premium,Grocery,368.7,5,1843.5,"Diya Khanna",November,2024,Monday,15,368.7
"2024-10-09 04:06:00",02:44:56,Regular,Electronics,48.3,3,144.9,"Yash Mehta",October,2024,Wednesday,2,48.300000000000004
"2023-10-25 01:56:00",15:15:35,Member,Electronics,285.25,2,570.5,"Mahesh Agarwal",October,2023,Wednesday,15,285.25
"2023-04-12 03:23:00",05:06:32,Member,"Beauty & Personal Care",436.56,4,1746.24,"Krishna Kumar",April,2023,Wednesday,5,436.56
"2023-01-11 19:52:00",14:17:19,Member,"Home & Kitchen",293.85,1,293.85,"Lakshmi Agarwal",January,2023,Wednesday,14,293.85
"2024-07-28 18:45:00",22:02:01,Premium,Clothing,386.18,2,772.36,"Mahesh Xavier",July,2024,Sunday,22,386.18
"2024-10-11 23:33:00",05:50:57,Member,Electronics,230.17,2,460.34,"Eeshaan Rao",October,2024,Friday,5,230.17
"2025-01-01 09:45:00",13:04:01,Premium,Electronics,365.35,4,1461.4,"Gaurav Rao",January,2025,Wednesday,13,365.35
"2023-08-24 00:37:00",20:54:22,Member,Grocery,72.69,1,72.69,"Ishaan Patel",August,2023,Thursday,20,72.69
"2023-08-06 05:02:00",14:14:16,Member,Grocery,195.5,5,977.5,"Tanvi Zutshi",August,2023,Sunday,14,195.5
"2023-05-10 01:15:00",09:26:37,Regular,Grocery,457.16,2,914.32,"Bhavesh Singh",May,2023,Wednesday,9,457.16
"2023-11-01 01:31:00",20:37:14,Regular,Electronics,47.13,4,188.52,"Rohan Gupta",November,2023,Wednesday,20,47.13
"2024-05-29 09:29:00",17:21:08,Premium,"Beauty & Personal Care",83.2,5,416,"Aakash Singh",May,2024,Wednesday,17,83.2
"2024-07-24 20:08:00",16:37:20,Member,"Beauty & Personal Care",275.99,5,1379.95,"Shreya Jain",July,2024,Wednesday,16,275.99
"2023-12-24 22:52:00",14:14:35,Member,"Beauty & Personal Care",349.86,5,1749.3,"Priya Jain",December,2023,Sunday,14,349.86
"2024-08-05 05:25:00",19:14:50,Premium,Grocery,449.44,5,2247.2,"Eeshaan Khanna",August,2024,Monday,19,449.43999999999994
"2023-01-15 13:02:00",22:09:52,Member,Electronics,111.58,5,557.9,"Rohan Lal",January,2023,Sunday,22,111.58
"2024-04-12 18:36:00",03:05:10,Regular,"Beauty & Personal Care",137.2,5,686,"Krishna Lal",April,2024,Friday,3,137.2
"2024-08-16 10:25:00",12:36:46,Premium,Electronics,119.61,3,358.83,"Tanvi Chauhan",August,2024,Friday,12,119.61
"2023-06-11 05:15:00",00:10:40,Member,"Home & Kitchen",389.22,5,1946.1,"Mahesh Bhatia",June,2023,Sunday,0,389.21999999999997
"2024-02-07 14:18:00",18:38:37,Premium,"Beauty & Personal Care",50.62,3,151.86,"Nandini Zutshi",February,2024,Wednesday,18,50.620000000000005
"2023-09-23 23:43:00",15:52:33,Regular,"Home & Kitchen",260.26,3,780.78,"Diya Gupta",September,2023,Saturday,15,260.26
"2024-06-28 14:53:00",03:11:54,Regular,Grocery,475.91,5,2379.55,"Nandini Zutshi",June,2024,Friday,3,475.91
"2024-12-17 23:35:00",01:46:48,Premium,Clothing,76.84,5,384.2,"Aakash Wadhwa",December,2024,Tuesday,1,76.84
"2023-02-18 00:33:00",09:50:30,Regular,Clothing,367.99,5,1839.95,"Shreya Kumar",February,2023,Saturday,9,367.99
"2024-04-14 02:49:00",15:30:50,Regular,"Beauty & Personal Care",391.13,5,1955.65,"Yash Rao",April,2024,Sunday,15,391.13
"2024-06-22 05:14:00",06:11:01,Regular,Grocery,353.03,2,706.06,"Rohan Bhatia",June,2024,Saturday,6,353.03
"2024-05-02 09:16:00",07:43:38,Member,Clothing,52.61,4,210.44,"Bhavesh Bhatia",May,2024,Thursday,7,52.61
"2024-07-08 04:05:00",23:28:19,Member,"Home & Kitchen",48.2,1,48.2,"Yash Xavier",July,2024,Monday,23,48.2
"2023-07-19 10:49:00",23:18:24,Member,"Beauty & Personal Care",128.81,1,128.81,"Ishaan Kumar",July,2023,Wednesday,23,128.81
"2024-08-24 18:23:00",05:00:09,Premium,Electronics,469.16,1,469.16,"Tanvi Agarwal",August,2024,Saturday,5,469.16
"2023-09-12 23:32:00",14:35:41,Premium,Grocery,446.12,3,1338.36,"Jai Gupta",September,2023,Tuesday,14,446.11999999999995
"2024-06-11 02:39:00",04:37:36,Member,Grocery,166.75,1,166.75,"Uday Chauhan",June,2024,Tuesday,4,166.75
"2023-04-19 01:31:00",00:18:14,Member,Grocery,308.59,2,617.18,"Yash Singh",April,2023,Wednesday,0,308.59
"2023-08-19 19:10:00",01:00:41,Regular,Clothing,496.68,2,993.36,"Nandini Bhatia",August,2023,Saturday,1,496.68
"2024-02-12 09:40:00",10:18:54,Regular,"Home & Kitchen",106.48,1,106.48,"Uday Khanna",February,2024,Monday,10,106.48
"2023-11-14 18:25:00",00:11:32,Regular,"Beauty & Personal Care",244.59,2,489.18,"Mahesh Patel",November,2023,Tuesday,0,244.59
"2023-06-14 09:51:00",07:08:43,Premium,Electronics,311.47,2,622.94,"Gaurav Iyer",June,2023,Wednesday,7,311.47
"2024-04-09 17:03:00",00:39:02,Regular,Electronics,79.07,1,79.07,"Gaurav Desai",April,2024,Tuesday,0,79.07
"2024-08-16 04:46:00",21:45:24,Regular,Grocery,497.07,1,497.07,"Eeshaan Khanna",August,2024,Friday,21,497.07
"2023-01-18 08:33:00",21:03:46,Member,Clothing,405.71,3,1217.13,"Diya Xavier",January,2023,Wednesday,21,405.71000000000004
"2023-03-28 00:02:00",02:36:23,Member,"Home & Kitchen",269.12,2,538.24,"Bhavesh Mehta",March,2023,Tuesday,2,269.12
"2024-10-07 05:15:00",18:42:29,Regular,Electronics,140.41,1,140.41,"Krishna Khanna",October,2024,Monday,18,140.41
"2023-03-16 13:47:00",07:03:38,Premium,"Beauty & Personal Care",170.35,5,851.75,"Mahesh Singh",March,2023,Thursday,7,170.35
"2023-02-15 12:05:00",12:42:45,Regular,Grocery,265.57,5,1327.85,"Yash Agarwal",February,2023,Wednesday,12,265.57
"2023-07-01 21:49:00",06:47:53,Member,Grocery,436.4,2,872.8,"Avani Rao",July,2023,Saturday,6,436.4
"2023-06-04 08:52:00",08:43:54,Member,"Beauty & Personal Care",189.94,1,189.94,"Uday Verma",June,2023,Sunday,8,189.94
"2024-06-14 21:51:00",05:50:53,Member,Grocery,229.98,4,919.92,"Aakash Verma",June,2024,Friday,5,229.98
"2023-06-01 11:00:00",13:00:21,Regular,Electronics,74.58,3,223.74,"Krishna Gupta",June,2023,Thursday,13,74.58
"2024-12-08 15:19:00",09:19:12,Member,"Beauty & Personal Care",398.46,3,1195.38,"Eeshaan Wadhwa",December,2024,Sunday,9,398.46000000000004
"2023-10-01 19:35:00",15:37:01,Member,"Home & Kitchen",131.69,2,263.38,"Uday Patel",October,2023,Sunday,15,131.69
"2024-02-18 00:45:00",16:55:07,Premium,Grocery,96.02,4,384.08,"Priya Zutshi",February,2024,Sunday,16,96.02
"2023-04-08 14:01:00",03:23:38,Regular,Clothing,31.97,5,159.85,"Tanvi Bhatia",April,2023,Saturday,3,31.97
